created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2021-11-23T15:36:15+09:00,113,19.8,22.0,59.4,88,1,,,,
2021-11-23T15:36:39+09:00,114,19.8,22.1,59.4,85,1,,,,
2021-11-23T15:37:02+09:00,115,19.8,21.9,59.5,82,1,,,,
2021-11-23T15:37:25+09:00,116,19.9,22.0,59.6,88,1,,,,
2021-11-23T15:37:48+09:00,117,19.8,21.9,60.2,55,1,,,,
2021-11-23T15:38:12+09:00,118,19.8,21.7,60.8,84,1,,,,
2021-11-23T15:38:35+09:00,119,19.8,21.8,61.1,88,1,,,,
2021-11-23T15:39:06+09:00,120,19.8,22.0,61.6,88,1,,,,
2021-11-23T15:39:30+09:00,121,19.8,21.9,61.3,84,1,,,,
2021-11-23T15:39:53+09:00,122,19.8,21.9,60.8,77,1,,,,
2021-11-23T15:40:16+09:00,123,19.8,21.9,60.5,78,1,,,,
2021-11-23T15:40:40+09:00,124,19.9,21.9,60.3,82,1,,,,
2021-11-23T15:41:03+09:00,125,19.9,21.9,60.1,80,1,,,,
2021-11-23T15:41:26+09:00,126,20.0,21.9,60.1,82,1,,,,
2021-11-23T15:41:49+09:00,127,20.0,21.8,60.0,88,1,,,,
2021-11-23T15:42:12+09:00,128,20.0,21.9,59.8,88,1,,,,
2021-11-23T15:42:36+09:00,129,20.0,21.9,59.9,86,1,,,,
2021-11-23T15:42:59+09:00,130,20.0,21.9,59.9,65,1,,,,
2021-11-23T15:43:22+09:00,131,20.0,21.8,59.9,64,1,,,,
2021-11-23T15:43:46+09:00,132,20.0,21.8,59.9,73,1,,,,
2021-11-23T15:44:09+09:00,133,20.0,21.9,59.8,68,1,,,,
2021-11-23T15:44:32+09:00,134,20.0,21.7,59.8,76,1,,,,
2021-11-23T15:44:55+09:00,135,20.0,21.7,59.9,88,1,,,,
2021-11-23T15:45:19+09:00,136,19.9,21.8,59.6,88,1,,,,
2021-11-23T15:45:42+09:00,137,19.9,22.1,59.5,87,1,,,,
2021-11-23T15:46:05+09:00,138,19.9,22.1,59.4,88,1,,,,
2021-11-23T15:46:28+09:00,139,19.8,22.0,59.2,87,1,,,,
2021-11-23T15:46:51+09:00,140,19.8,22.0,59.1,88,1,,,,
2021-11-23T15:47:15+09:00,141,19.8,22.2,59.0,89,1,,,,
2021-11-23T15:47:38+09:00,142,19.7,22.0,58.5,89,1,,,,
2021-11-23T15:48:01+09:00,143,19.7,21.8,58.0,89,1,,,,
2021-11-23T15:48:24+09:00,144,19.7,21.6,57.7,88,1,,,,
2021-11-23T15:48:48+09:00,145,19.6,21.7,57.4,89,1,,,,
2021-11-23T15:49:12+09:00,146,19.5,21.8,57.1,89,1,,,,
2021-11-23T15:49:35+09:00,147,19.4,21.9,56.9,89,1,,,,
2021-11-23T15:49:59+09:00,148,19.4,21.8,56.7,89,1,,,,
2021-11-23T15:50:31+09:00,149,19.3,21.9,56.4,89,1,,,,
2021-11-23T15:50:46+09:00,150,19.3,21.9,56.3,89,1,,,,
2021-11-23T15:51:18+09:00,151,19.3,21.9,56.2,89,1,,,,
2021-11-23T15:51:50+09:00,152,19.3,21.9,55.9,89,1,,,,
2021-11-23T15:52:09+09:00,153,19.3,21.9,55.8,88,1,,,,
2021-11-23T15:52:42+09:00,154,19.2,21.9,55.6,88,1,,,,
2021-11-23T15:52:57+09:00,155,19.2,21.8,55.5,89,1,,,,
2021-11-23T15:53:21+09:00,156,19.2,22.0,55.3,88,1,,,,
2021-11-23T15:53:44+09:00,157,19.2,21.8,55.3,87,1,,,,
2021-11-23T15:54:00+09:00,158,19.2,21.8,55.2,88,1,,,,
2021-11-23T15:54:19+09:00,159,19.2,21.5,55.2,87,1,,,,
2021-11-23T15:54:43+09:00,160,19.2,21.0,55.0,88,1,,,,
2021-11-23T15:55:14+09:00,161,19.1,20.9,54.9,89,1,,,,
2021-11-23T15:55:37+09:00,162,19.0,20.7,54.5,89,1,,,,
2021-11-23T15:56:01+09:00,163,19.0,20.5,54.4,89,1,,,,
2021-11-23T15:56:24+09:00,164,19.0,20.6,54.4,89,1,,,,
2021-11-23T15:56:47+09:00,165,18.9,20.5,54.4,88,1,,,,
2021-11-23T15:57:14+09:00,166,18.9,20.4,54.3,89,1,,,,
2021-11-23T15:57:37+09:00,167,18.8,20.4,54.1,89,1,,,,
2021-11-23T15:58:00+09:00,168,18.9,20.4,54.0,88,1,,,,
2021-11-23T15:58:24+09:00,169,18.8,20.3,53.6,88,1,,,,
2021-11-23T15:58:47+09:00,170,18.9,21.5,50.9,83,1,,,,
2021-11-23T15:59:19+09:00,171,19.0,21.7,49.7,83,1,,,,
2021-11-23T15:59:42+09:00,172,19.3,22.2,48.2,83,1,,,,
2021-11-23T16:00:05+09:00,173,19.4,22.1,47.1,83,1,,,,
2021-11-23T16:00:28+09:00,174,19.6,21.7,46.3,83,1,,,,
2021-11-23T16:00:52+09:00,175,19.7,21.5,45.6,83,1,,,,
2021-11-23T16:01:15+09:00,176,19.8,21.4,38.7,86,1,,,,
2021-11-23T16:03:25+09:00,177,20.0,21.4,41.7,76,1,,,,
2021-11-23T16:03:49+09:00,178,20.4,21.2,41.1,85,1,,,,
2021-11-23T16:04:12+09:00,179,20.5,21.2,40.6,86,1,,,,
2021-11-23T16:04:35+09:00,180,20.6,21.1,40.1,84,1,,,,
2021-11-23T16:04:58+09:00,181,20.6,21.1,39.8,85,1,,,,
2021-11-23T16:05:21+09:00,182,20.6,20.9,39.6,86,1,,,,
2021-11-23T16:05:44+09:00,183,20.7,21.0,39.4,85,1,,,,
2021-11-23T16:06:08+09:00,184,20.8,21.2,39.2,85,1,,,,
2021-11-23T16:06:31+09:00,185,20.9,21.3,39.2,84,1,,,,
2021-11-23T16:06:54+09:00,186,20.8,20.6,39.0,84,1,,,,
2021-11-23T16:07:18+09:00,187,20.7,20.7,38.8,85,1,,,,
2021-11-23T16:07:41+09:00,188,20.8,21.1,38.5,85,1,,,,
2021-11-23T16:08:04+09:00,189,20.9,21.4,38.2,86,1,,,,
2021-11-23T16:08:27+09:00,190,20.9,20.9,38.1,85,1,,,,
2021-11-23T16:08:50+09:00,191,21.0,21.1,38.2,85,1,,,,
2021-11-23T16:09:13+09:00,192,21.1,21.0,38.1,85,1,,,,
2021-11-23T16:09:36+09:00,193,21.2,21.0,38.1,85,1,,,,
2021-11-23T16:10:00+09:00,194,21.3,21.0,38.4,83,1,,,,
2021-11-23T16:10:23+09:00,195,21.2,20.6,38.8,88,1,,,,
2021-11-23T16:10:46+09:00,196,21.1,20.5,38.8,88,1,,,,
2021-11-23T16:11:09+09:00,197,20.8,20.6,38.8,88,1,,,,
2021-11-23T16:11:33+09:00,198,20.8,20.9,38.8,88,1,,,,
2021-11-23T16:11:56+09:00,199,20.7,20.8,38.8,88,1,,,,
2021-11-23T16:12:19+09:00,200,20.6,20.6,38.8,88,1,,,,
2021-11-23T16:12:42+09:00,201,20.5,20.8,38.7,88,1,,,,
2021-11-23T16:13:06+09:00,202,20.5,20.8,38.6,88,1,,,,
2021-11-23T16:13:29+09:00,203,20.5,21.0,38.4,88,1,,,,
2021-11-23T16:13:52+09:00,204,20.5,21.1,38.2,88,1,,,,
2021-11-23T16:14:15+09:00,205,20.4,21.0,38.2,88,1,,,,
2021-11-23T16:14:39+09:00,206,20.4,20.9,38.2,88,1,,,,
2021-11-23T16:15:02+09:00,207,20.3,20.9,38.2,88,1,,,,
2021-11-23T16:15:25+09:00,208,20.3,21.0,38.3,87,1,,,,
2021-11-23T16:15:48+09:00,209,20.3,21.1,38.3,88,1,,,,
2021-11-23T16:16:11+09:00,210,20.2,20.9,38.4,88,1,,,,
2021-11-23T16:16:35+09:00,211,20.2,21.0,38.5,88,1,,,,
2021-11-23T16:17:07+09:00,212,20.2,21.0,38.6,88,1,,,,
2021-11-23T16:17:30+09:00,213,20.2,21.1,38.4,88,1,,,,
2021-11-23T16:17:53+09:00,214,20.3,21.1,38.3,88,1,,,,
2021-11-23T16:18:17+09:00,215,20.3,21.2,38.3,88,1,,,,
2021-11-23T16:18:40+09:00,216,20.3,21.2,38.2,88,1,,,,
2021-11-23T16:19:03+09:00,217,20.4,21.2,38.2,88,1,,,,
2021-11-23T16:19:27+09:00,218,20.3,21.0,38.4,88,1,,,,
2021-11-23T16:19:50+09:00,219,20.3,21.1,38.4,88,1,,,,
2021-11-23T16:20:13+09:00,220,20.2,21.1,38.4,88,1,,,,
2021-11-23T16:20:36+09:00,221,20.2,21.1,38.5,88,1,,,,
2021-11-23T16:20:59+09:00,222,20.1,21.0,38.4,88,1,,,,
2021-11-23T16:21:23+09:00,223,20.2,21.2,37.4,87,1,,,,
2021-11-23T16:21:46+09:00,224,20.2,21.3,36.2,86,1,,,,
2021-11-23T16:22:09+09:00,225,20.2,21.4,35.5,88,1,,,,
2021-11-23T16:22:33+09:00,226,20.1,21.2,34.7,87,1,,,,
2021-11-23T16:22:49+09:00,227,20.1,21.2,34.2,88,1,,,,
2021-11-23T16:23:12+09:00,228,20.1,21.4,34.1,88,1,,,,
2021-11-23T16:23:35+09:00,229,20.1,21.4,34.4,88,1,,,,
2021-11-23T16:23:58+09:00,230,20.1,21.4,34.4,87,1,,,,
2021-11-23T16:24:21+09:00,231,20.2,21.5,33.8,87,1,,,,
2021-11-23T16:24:45+09:00,232,20.1,21.4,32.0,70,1,,,,
2021-11-23T16:25:08+09:00,233,20.2,21.4,30.4,83,1,,,,
2021-11-23T16:25:33+09:00,234,20.2,21.1,29.9,87,1,,,,
2021-11-23T16:25:57+09:00,235,20.2,21.3,29.4,84,1,,,,
2021-11-23T16:26:20+09:00,236,20.2,21.6,28.1,85,1,,,,
2021-11-23T16:26:55+09:00,237,20.2,21.7,27.2,87,1,,,,
2021-11-23T16:27:18+09:00,238,20.1,21.3,26.6,85,1,,,,
2021-11-23T16:27:41+09:00,239,20.1,21.5,25.8,85,1,,,,
2021-11-23T16:28:05+09:00,240,20.1,21.7,25.3,85,1,,,,
2021-11-23T16:28:28+09:00,241,20.1,21.6,25.9,86,1,,,,
2021-11-23T16:28:51+09:00,242,20.2,21.7,27.1,85,1,,,,
2021-11-23T16:29:14+09:00,243,20.1,21.5,28.1,85,1,,,,
2021-11-23T16:29:37+09:00,244,20.2,21.6,28.8,86,1,,,,
2021-11-23T16:30:00+09:00,245,20.2,21.6,29.9,85,1,,,,
2021-11-23T16:30:24+09:00,246,20.2,21.7,31.2,87,1,,,,
2021-11-23T16:30:47+09:00,247,20.2,21.8,32.4,87,1,,,,
2021-11-23T16:31:10+09:00,248,20.3,21.7,33.9,86,1,,,,
2021-11-23T16:31:34+09:00,249,20.2,21.7,35.2,86,1,,,,
2021-11-23T16:31:54+09:00,250,20.2,21.6,35.3,86,1,,,,
2021-11-23T16:32:09+09:00,251,20.2,21.6,34.7,86,1,,,,
2021-11-23T16:32:32+09:00,252,20.2,21.6,34.6,86,1,,,,
2021-11-23T16:32:56+09:00,253,20.2,21.6,34.9,86,1,,,,
2021-11-23T16:33:19+09:00,254,20.2,21.6,34.4,86,1,,,,
2021-11-23T16:33:42+09:00,255,20.2,21.6,34.0,87,1,,,,
2021-11-23T16:34:06+09:00,256,20.2,21.7,36.6,82,1,,,,
2021-11-23T16:34:25+09:00,257,20.2,21.8,39.6,82,1,,,,
2021-11-23T16:34:49+09:00,258,20.2,21.7,45.1,75,1,,,,
2021-11-23T16:35:12+09:00,259,20.2,21.9,48.1,73,1,,,,
2021-11-23T16:35:35+09:00,260,20.1,21.8,50.6,73,1,,,,
2021-11-23T16:35:58+09:00,261,20.2,21.8,52.6,72,1,,,,
2021-11-23T16:36:21+09:00,262,20.2,21.9,54.1,73,1,,,,
2021-11-23T16:36:44+09:00,263,20.2,21.8,55.4,71,1,,,,
2021-11-23T16:37:08+09:00,264,20.3,21.8,56.5,74,1,,,,
2021-11-23T16:37:31+09:00,265,20.3,21.8,57.2,74,1,,,,
2021-11-23T16:37:54+09:00,266,20.3,21.8,57.7,75,1,,,,
2021-11-23T16:38:17+09:00,267,20.3,21.8,58.2,74,1,,,,
2021-11-23T16:38:41+09:00,268,20.3,21.8,58.7,73,1,,,,
2021-11-23T16:39:04+09:00,269,20.3,21.8,59.1,76,1,,,,
2021-11-23T16:39:27+09:00,270,20.3,21.9,59.3,75,1,,,,
2021-11-23T16:39:51+09:00,271,20.3,22.0,59.5,81,1,,,,
2021-11-23T16:40:14+09:00,272,20.2,22.0,59.6,74,1,,,,
2021-11-23T16:40:37+09:00,273,20.1,22.0,59.9,74,1,,,,
2021-11-23T16:41:00+09:00,274,20.1,22.1,60.1,74,1,,,,
2021-11-23T16:41:24+09:00,275,20.1,22.1,60.4,73,1,,,,
2021-11-23T16:41:47+09:00,276,20.1,22.0,60.5,74,1,,,,
2021-11-23T16:42:10+09:00,277,20.1,22.3,60.6,73,1,,,,
2021-11-23T16:42:34+09:00,278,20.1,22.0,60.6,70,1,,,,
2021-11-23T16:42:57+09:00,279,20.1,22.1,60.6,72,1,,,,
2021-11-23T16:43:21+09:00,280,20.1,22.1,60.6,73,1,,,,
2021-11-23T16:43:44+09:00,281,20.1,22.1,60.6,73,1,,,,
2021-11-23T16:44:07+09:00,282,20.2,22.0,60.6,72,1,,,,
2021-11-23T16:44:30+09:00,283,20.1,22.0,60.6,71,1,,,,
2021-11-23T16:44:53+09:00,284,20.1,22.1,60.8,81,1,,,,
2021-11-23T16:45:16+09:00,285,20.1,22.4,61.0,81,1,,,,
2021-11-23T16:45:41+09:00,286,20.1,22.4,61.2,81,1,,,,
2021-11-23T16:46:04+09:00,287,20.1,22.2,61.4,81,1,,,,
2021-11-23T16:46:27+09:00,288,20.1,22.5,61.6,82,1,,,,
2021-11-23T16:46:51+09:00,289,20.1,22.3,61.8,69,1,,,,
2021-11-23T16:47:14+09:00,290,20.1,22.4,61.9,74,1,,,,
2021-11-23T16:47:37+09:00,291,20.1,22.4,62.1,81,1,,,,
2021-11-23T16:48:00+09:00,292,20.1,22.5,62.1,81,1,,,,
2021-11-23T16:48:24+09:00,293,20.1,22.6,61.9,81,1,,,,
2021-11-23T16:48:47+09:00,294,20.1,22.7,61.8,82,1,,,,
2021-11-23T16:49:10+09:00,295,20.1,22.7,61.7,73,1,,,,
2021-11-23T16:49:34+09:00,296,20.0,22.7,61.5,74,1,,,,
2021-11-23T16:49:57+09:00,297,20.1,22.7,61.4,73,1,,,,
2021-11-23T16:50:32+09:00,298,20.1,22.7,61.4,73,1,,,,
2021-11-23T16:50:55+09:00,299,20.1,22.6,61.4,73,1,,,,
2021-11-23T16:51:18+09:00,300,20.2,22.6,61.4,73,1,,,,
2021-11-23T16:51:41+09:00,301,20.2,22.4,61.5,75,1,,,,
2021-11-23T16:52:04+09:00,302,20.2,22.6,61.6,74,1,,,,
2021-11-23T16:52:27+09:00,303,20.2,22.5,61.8,82,1,,,,
2021-11-23T16:52:51+09:00,304,20.2,22.5,61.9,82,1,,,,
2021-11-23T16:53:14+09:00,305,20.2,22.5,62.0,82,1,,,,
2021-11-23T16:53:37+09:00,306,20.1,22.4,62.1,82,1,,,,
2021-11-23T16:54:01+09:00,307,20.1,22.4,62.3,82,1,,,,
2021-11-23T16:54:24+09:00,308,20.1,22.5,62.4,82,1,,,,
2021-11-23T16:54:47+09:00,309,20.2,22.5,62.6,75,1,,,,
2021-11-23T16:55:11+09:00,310,20.1,22.6,62.7,75,1,,,,
2021-11-23T16:55:34+09:00,311,20.1,22.6,62.6,72,1,,,,
2021-11-23T16:55:57+09:00,312,20.1,22.6,62.4,75,1,,,,
2021-11-23T16:56:20+09:00,313,20.2,22.6,62.2,81,1,,,,
2021-11-23T16:56:44+09:00,314,20.1,22.6,62.1,82,1,,,,
2021-11-23T16:57:07+09:00,315,20.1,22.8,62.2,82,1,,,,
2021-11-23T16:57:31+09:00,316,20.0,22.9,62.2,82,1,,,,
2021-11-23T16:57:54+09:00,317,20.0,22.8,62.2,82,1,,,,
2021-11-23T16:58:17+09:00,318,20.1,22.8,62.2,82,1,,,,
2021-11-23T16:58:41+09:00,319,20.1,22.8,62.4,82,1,,,,
2021-11-23T16:59:04+09:00,320,20.0,22.7,62.5,81,1,,,,
2021-11-23T16:59:27+09:00,321,20.0,22.7,62.6,75,1,,,,
2021-11-23T16:59:51+09:00,322,20.1,22.8,62.6,75,1,,,,
2021-11-23T17:00:14+09:00,323,20.1,22.8,62.6,75,1,,,,
2021-11-23T17:00:38+09:00,324,20.1,22.7,62.8,75,1,,,,
2021-11-23T17:01:01+09:00,325,20.1,22.7,62.8,81,1,,,,
2021-11-23T17:01:24+09:00,326,20.1,22.7,62.8,82,1,,,,
2021-11-23T17:01:47+09:00,327,20.1,22.8,62.8,82,1,,,,
2021-11-23T17:02:10+09:00,328,20.1,22.9,62.8,82,1,,,,
2021-11-23T17:02:34+09:00,329,20.1,22.9,62.8,81,1,,,,
2021-11-23T17:02:57+09:00,330,20.1,22.8,62.8,74,1,,,,
2021-11-23T17:03:20+09:00,331,20.1,22.9,62.8,80,1,,,,
2021-11-23T17:03:43+09:00,332,20.0,22.9,62.7,75,1,,,,
2021-11-23T17:04:07+09:00,333,20.1,23.0,62.4,81,1,,,,
2021-11-23T17:04:30+09:00,334,20.0,23.0,62.2,76,1,,,,
2021-11-23T17:04:53+09:00,335,20.0,23.1,62.0,75,1,,,,
2021-11-23T17:05:16+09:00,336,20.0,23.1,61.9,78,1,,,,
2021-11-23T17:05:40+09:00,337,20.0,23.1,61.9,79,1,,,,
2021-11-23T17:06:03+09:00,338,20.0,23.1,61.9,79,1,,,,
2021-11-23T17:06:26+09:00,339,20.0,23.1,61.9,78,1,,,,
2021-11-23T17:06:49+09:00,340,20.0,23.2,61.9,78,1,,,,
2021-11-23T17:07:13+09:00,341,20.0,23.1,61.9,78,1,,,,
2021-11-23T17:07:36+09:00,342,20.0,23.1,61.8,77,1,,,,
2021-11-23T17:07:59+09:00,343,19.9,23.2,61.8,77,1,,,,
2021-11-23T17:08:22+09:00,344,19.9,23.2,61.8,79,1,,,,
2021-11-23T17:08:45+09:00,345,20.0,23.2,61.7,80,1,,,,
2021-11-23T17:09:08+09:00,346,20.0,23.2,61.6,79,1,,,,
2021-11-23T17:09:31+09:00,347,20.0,23.2,61.5,84,1,,,,
2021-11-23T17:09:54+09:00,348,19.9,23.3,61.4,84,1,,,,
2021-11-23T17:10:18+09:00,349,19.8,23.1,61.1,84,1,,,,
2021-11-23T17:10:41+09:00,350,19.8,23.2,60.9,84,1,,,,
2021-11-23T17:11:04+09:00,351,19.8,23.2,60.6,84,1,,,,
2021-11-23T17:11:27+09:00,352,19.8,23.2,60.4,84,1,,,,
2021-11-23T17:11:50+09:00,353,19.8,23.3,60.1,84,1,,,,
2021-11-23T17:12:23+09:00,354,19.8,23.3,59.9,84,1,,,,
2021-11-23T17:12:46+09:00,355,19.7,23.2,59.7,84,1,,,,
2021-11-23T17:13:09+09:00,356,19.7,23.2,59.6,84,1,,,,
2021-11-23T17:13:32+09:00,357,19.7,23.2,59.4,84,1,,,,
